"","atomic_number","element","symbol","atomic_weight","period","group","phase","most_stable_crystal","type","ionic_radius","atomic_radius","electronegativity","first_ionization_potential","density","melting_point_k","boiling_point_k","isotopes","discoverer","year_of_discovery","specific_heat_capacity","display_row","display_column","year","percentage","chemical"
"416",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2005,4.14298345332828,"Rare-Earths"
"417",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2006,4.47886647454371,"Rare-Earths"
"418",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2007,4.61824089115804,"Rare-Earths"
"419",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2008,5.33615420780442,"Rare-Earths"
"420",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2009,5.87902769926512,"Rare-Earths"
"421",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2010,6.16007673451988,"Rare-Earths"
"422",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2011,9.22473012757605,"Rare-Earths"
"423",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2012,8.18444561219128,"Rare-Earths"
"424",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2013,10.080831408776,"Rare-Earths"
"425",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2014,7.58469945355191,"Rare-Earths"
"426",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2015,8.70293711807609,"Rare-Earths"
"427",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2016,9.10739856801909,"Rare-Earths"
"428",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2017,10.2308226310309,"Rare-Earths"
"429",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2018,8.85730421686747,"Rare-Earths"
"430",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2019,7.99696797422778,"Rare-Earths"
"431",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2020,8.58169109795165,"Rare-Earths"
"432",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2021,8.49625623960067,"Rare-Earths"
"433",9,"Fluorine","F",18.9984032,2,17,"gas","","Halogen",1.3,0.57,3.98,17.4228,0.001696,53.63,85.03,6,"Moissan",1886,0.824,2,17,2022,11.09391124871,"Rare-Earths"
"434",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1996,NA,"Organometallic"
"435",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1997,NA,"Organometallic"
"436",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1998,NA,"Organometallic"
"437",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1999,0.00244510734021224,"Organometallic"
"438",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2000,NA,"Organometallic"
"439",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2001,NA,"Organometallic"
"440",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2002,0.00470543948804818,"Organometallic"
"441",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2003,0.0203206141341161,"Organometallic"
"442",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2004,0.0249676555371451,"Organometallic"
"443",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2005,0.00226285300506879,"Organometallic"
"444",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2006,NA,"Organometallic"
"445",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2007,0.0152801728842418,"Organometallic"
"446",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2008,0.00390297211326425,"Organometallic"
"447",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2009,NA,"Organometallic"
"448",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2010,NA,"Organometallic"
"449",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2011,0.0038037999961962,"Organometallic"
"450",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2012,NA,"Organometallic"
"451",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2013,NA,"Organometallic"
"452",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2014,NA,"Organometallic"
"453",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2015,NA,"Organometallic"
"454",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2016,NA,"Organometallic"
"455",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2017,NA,"Organometallic"
"456",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2018,NA,"Organometallic"
"457",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2019,NA,"Organometallic"
"458",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2020,NA,"Organometallic"
"459",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2021,0.00226310905922556,"Organometallic"
"460",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2022,NA,"Organometallic"
"461",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1996,NA,"Rare-Earths"
"462",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1997,NA,"Rare-Earths"
"463",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1998,NA,"Rare-Earths"
"464",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,1999,NA,"Rare-Earths"
"465",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2000,0.0239148630874088,"Rare-Earths"
"466",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2001,NA,"Rare-Earths"
"467",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2002,0.0232045480914259,"Rare-Earths"
"468",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2003,NA,"Rare-Earths"
"469",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2004,0.0458242639477603,"Rare-Earths"
"470",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2005,0.0631552355690287,"Rare-Earths"
"471",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2006,NA,"Rare-Earths"
"472",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2007,NA,"Rare-Earths"
"473",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2008,NA,"Rare-Earths"
"474",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2009,NA,"Rare-Earths"
"475",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2010,NA,"Rare-Earths"
"476",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2011,0.0436157452840475,"Rare-Earths"
"477",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2012,NA,"Rare-Earths"
"478",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2013,NA,"Rare-Earths"
"479",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2014,NA,"Rare-Earths"
"480",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2015,NA,"Rare-Earths"
"481",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2016,NA,"Rare-Earths"
"482",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2017,NA,"Rare-Earths"
"483",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2018,NA,"Rare-Earths"
"484",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2019,NA,"Rare-Earths"
"485",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2020,NA,"Rare-Earths"
"486",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2021,NA,"Rare-Earths"
"487",10,"Neon","Ne",20.1797,2,18,"gas","","Noble Gas",NA,0.51,NA,21.5645,0.0008999,24.703,27.07,8,"Ramsay and Travers",1898,1.03,2,18,2022,NA,"Rare-Earths"
"488",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1996,0.795893500635159,"Organometallic"
"489",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1997,0.694935505108386,"Organometallic"
"490",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1998,0.63345109026678,"Organometallic"
"491",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1999,0.760428382806005,"Organometallic"
"492",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2000,0.893097457730798,"Organometallic"
"493",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2001,0.765440367411376,"Organometallic"
"494",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2002,0.821099190664408,"Organometallic"
"495",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2003,0.848950101603071,"Organometallic"
"496",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2004,1.15759130217673,"Organometallic"
"497",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2005,0.979815351194786,"Organometallic"
"498",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2006,0.78316415820791,"Organometallic"
"499",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2007,0.785837462618148,"Organometallic"
"500",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2008,0.903538044220674,"Organometallic"
"501",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2009,0.762407183248722,"Organometallic"
"502",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2010,0.867196193545911,"Organometallic"
"503",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2011,0.960459499039541,"Organometallic"
"504",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2012,0.821672632606573,"Organometallic"
"505",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2013,0.969707085037136,"Organometallic"
"506",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2014,0.897852296495315,"Organometallic"
"507",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2015,0.969977775266508,"Organometallic"
"508",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2016,1.13405414193968,"Organometallic"
"509",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2017,0.960557469826176,"Organometallic"
"510",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2018,1.07978279030911,"Organometallic"
"511",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2019,0.846529649595687,"Organometallic"
"512",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2020,1.13078314810028,"Organometallic"
"513",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2021,1.15871183832349,"Organometallic"
"514",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2022,1.18103511383324,"Organometallic"
"515",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1996,2.91238071632173,"Rare-Earths"
"516",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1997,2.03860072376357,"Rare-Earths"
"517",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1998,2.00137236962489,"Rare-Earths"
"518",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,1999,2.11369451551897,"Rare-Earths"
"519",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2000,1.51859380605046,"Rare-Earths"
"520",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2001,1.89328743545611,"Rare-Earths"
"521",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2002,2.20443206868546,"Rare-Earths"
"522",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2003,2.5506779433481,"Rare-Earths"
"523",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2004,2.78382403482644,"Rare-Earths"
"524",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2005,3.01882026019957,"Rare-Earths"
"525",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2006,2.43756003842459,"Rare-Earths"
"526",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2007,2.03063355766999,"Rare-Earths"
"527",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2008,2.92665726375176,"Rare-Earths"
"528",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2009,4.04748445449406,"Rare-Earths"
"529",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2010,2.8455717787488,"Rare-Earths"
"530",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2011,4.19801548358958,"Rare-Earths"
"531",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2012,5.04466631634262,"Rare-Earths"
"532",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2013,5.83140877598152,"Rare-Earths"
"533",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2014,5.03825136612022,"Rare-Earths"
"534",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2015,3.38064261778041,"Rare-Earths"
"535",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2016,5.20286396181384,"Rare-Earths"
"536",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2017,5.90072891357168,"Rare-Earths"
"537",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2018,5.90173192771084,"Rare-Earths"
"538",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2019,4.94599204093235,"Rare-Earths"
"539",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2020,6.45568391418309,"Rare-Earths"
"540",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2021,5.761231281198,"Rare-Earths"
"541",11,"Sodium","Na",22.98976928,3,1,"solid","bcc","Alkali Metal",1,2.2,0.93,5.1391,0.971,371.15,1156,7,"Davy",1807,1.228,3,1,2022,6.35706914344685,"Rare-Earths"
"542",12,"Magnesium","Mg",24.305,3,2,"solid","hex","Alkaline Earth Metal",0.72,1.7,1.31,7.6462,1.738,923.15,1363,8,"Black",1755,1.023,3,2,1996,0.217768905711249,"Organometallic"
"543",12,"Magnesium","Mg",24.305,3,2,"solid","hex","Alkaline Earth Metal",0.72,1.7,1.31,7.6462,1.738,923.15,1363,8,"Black",1755,1.023,3,2,1997,0.204823096242472,"Organometallic"
"544",12,"Magnesium","Mg",24.305,3,2,"solid","hex","Alkaline Earth Metal",0.72,1.7,1.31,7.6462,1.738,923.15,1363,8,"Black",1755,1.023,3,2,1998,0.207089779510294,"Organometallic"
"545",12,"Magnesium","Mg",24.305,3,2,"solid","hex","Alkaline Earth Metal",0.72,1.7,1.31,7.6462,1.738,923.15,1363,8,"Black",1755,1.023,3,2,1999,0.129590689031248,"Organometallic"
"546",12,"Magnesium","Mg",24.305,3,2,"solid","hex","Alkaline Earth Metal",0.72,1.7,1.31,7.6462,1.738,923.15,1363,8,"Black",1755,1.023,3,2,2000,0.364579510142162,"Organometallic"
"547",12,"Magnesium","Mg",24.305,3,2,"solid","hex","Alkaline Earth Metal",0.72,1.7,1.31,7.6462,1.738,923.15,1363,8,"Black",1755,1.023,3,2,2001,0.325312156149835,"Organometallic"
