"","atomic_number","element","symbol","atomic_weight","period","group","phase","most_stable_crystal","type","ionic_radius","atomic_radius","electronegativity","first_ionization_potential","density","melting_point_k","boiling_point_k","isotopes","discoverer","year_of_discovery","specific_heat_capacity","display_row","display_column","year","percentage","chemical"
"1",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1996,68.1979623052394,"Organometallic"
"2",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1997,68.3743385920851,"Organometallic"
"3",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1998,69.7941283956633,"Organometallic"
"4",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1999,66.0985867279574,"Organometallic"
"5",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2000,80.1805769654261,"Organometallic"
"6",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2001,81.6844472085347,"Organometallic"
"7",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2002,83.5827216261999,"Organometallic"
"8",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2003,84.4411831113118,"Organometallic"
"9",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2004,84.5541003699753,"Organometallic"
"10",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2005,86.0359341057205,"Organometallic"
"11",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2006,86.8634056702835,"Organometallic"
"12",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2007,87.6885464189823,"Organometallic"
"13",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2008,76.3362800772789,"Organometallic"
"14",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2009,75.9643005546422,"Organometallic"
"15",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2010,78.8784006753386,"Organometallic"
"16",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2011,81.7075258182925,"Organometallic"
"17",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2012,77.8921249593231,"Organometallic"
"18",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2013,82.5068847534007,"Organometallic"
"19",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2014,81.7164623259136,"Organometallic"
"20",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2015,82.4763626775153,"Organometallic"
"21",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2016,84.409804080969,"Organometallic"
"22",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2017,84.7061541126874,"Organometallic"
"23",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2018,84.3671679197995,"Organometallic"
"24",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2019,86.998820754717,"Organometallic"
"25",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2020,85.5022831050228,"Organometallic"
"26",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2021,85.0861112997035,"Organometallic"
"27",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2022,86.1228374124594,"Organometallic"
"28",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1996,18.1682984260751,"Rare-Earths"
"29",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1997,18.6972255729795,"Rare-Earths"
"30",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1998,22.884263494968,"Rare-Earths"
"31",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,1999,23.1950161308266,"Rare-Earths"
"32",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2000,31.1610666028937,"Rare-Earths"
"33",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2001,30.9281080365418,"Rare-Earths"
"34",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2002,33.8902424875276,"Rare-Earths"
"35",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2003,37.3070210766546,"Rare-Earths"
"36",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2004,34.6775117424676,"Rare-Earths"
"37",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2005,36.9584438549956,"Rare-Earths"
"38",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2006,42.1229586935639,"Rare-Earths"
"39",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2007,41.4365281967974,"Rare-Earths"
"40",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2008,41.5608838740009,"Rare-Earths"
"41",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2009,40.1469756924816,"Rare-Earths"
"42",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2010,40.5520622402217,"Rare-Earths"
"43",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2011,41.9147312179697,"Rare-Earths"
"44",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2012,48.7519705727798,"Rare-Earths"
"45",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2013,57.0785219399538,"Rare-Earths"
"46",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2014,47.8579234972678,"Rare-Earths"
"47",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2015,48.2061896313818,"Rare-Earths"
"48",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2016,40.8687350835322,"Rare-Earths"
"49",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2017,43.0753210690732,"Rare-Earths"
"50",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2018,45.1901355421687,"Rare-Earths"
"51",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2019,43.2347924957362,"Rare-Earths"
"52",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2020,48.3254053004563,"Rare-Earths"
"53",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2021,42.4604825291181,"Rare-Earths"
"54",1,"Hydrogen","H",1.00794,1,1,"gas","","Nonmetal",0.012,0.79,2.2,13.5984,8.988e-05,14.175,20.28,3,"Cavendish",1766,14.304,1,1,2022,44.1692466460268,"Rare-Earths"
"55",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1996,NA,"Organometallic"
"56",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1997,NA,"Organometallic"
"57",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1998,0.00487270069435985,"Organometallic"
"58",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1999,NA,"Organometallic"
"59",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2000,NA,"Organometallic"
"60",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2001,NA,"Organometallic"
"61",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2002,NA,"Organometallic"
"62",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2003,0.0248363061639196,"Organometallic"
"63",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2004,0.00226978686701319,"Organometallic"
"64",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2005,NA,"Organometallic"
"65",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2006,NA,"Organometallic"
"66",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2007,0.0152801728842418,"Organometallic"
"67",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2008,0.00390297211326425,"Organometallic"
"68",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2009,NA,"Organometallic"
"69",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2010,NA,"Organometallic"
"70",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2011,NA,"Organometallic"
"71",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2012,NA,"Organometallic"
"72",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2013,NA,"Organometallic"
"73",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2014,NA,"Organometallic"
"74",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2015,NA,"Organometallic"
"75",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2016,NA,"Organometallic"
"76",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2017,NA,"Organometallic"
"77",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2018,NA,"Organometallic"
"78",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2019,NA,"Organometallic"
"79",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2020,NA,"Organometallic"
"80",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2021,NA,"Organometallic"
"81",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2022,NA,"Organometallic"
"82",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1996,NA,"Rare-Earths"
"83",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1997,NA,"Rare-Earths"
"84",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1998,NA,"Rare-Earths"
"85",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,1999,NA,"Rare-Earths"
"86",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2000,NA,"Rare-Earths"
"87",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2001,NA,"Rare-Earths"
"88",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2002,0.278454577097111,"Rare-Earths"
"89",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2003,NA,"Rare-Earths"
"90",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2004,0.0343681979608203,"Rare-Earths"
"91",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2005,NA,"Rare-Earths"
"92",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2006,NA,"Rare-Earths"
"93",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2007,0.0232072406590856,"Rare-Earths"
"94",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2008,0.0235072872590503,"Rare-Earths"
"95",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2009,NA,"Rare-Earths"
"96",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2010,NA,"Rare-Earths"
"97",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2011,0.0545196816050594,"Rare-Earths"
"98",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2012,NA,"Rare-Earths"
"99",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2013,NA,"Rare-Earths"
"100",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2014,NA,"Rare-Earths"
"101",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2015,NA,"Rare-Earths"
"102",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2016,NA,"Rare-Earths"
"103",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2017,NA,"Rare-Earths"
"104",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2018,NA,"Rare-Earths"
"105",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2019,NA,"Rare-Earths"
"106",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2020,NA,"Rare-Earths"
"107",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2021,NA,"Rare-Earths"
"108",2,"Helium","He",4.002602,1,18,"gas","","Noble Gas",NA,0.49,NA,24.5874,0.0001785,NA,4.22,5,"Janssen",1868,5.193,1,18,2022,NA,"Rare-Earths"
"109",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,1996,1.25217120783968,"Organometallic"
"110",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,1997,1.09238984662651,"Organometallic"
"111",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,1998,0.97454013887197,"Organometallic"
"112",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,1999,1.13208469851826,"Organometallic"
"113",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2000,1.20874012087401,"Organometallic"
"114",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2001,1.17925656604315,"Organometallic"
"115",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2002,1.1622435535479,"Organometallic"
"116",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2003,0.952811018288553,"Organometallic"
"117",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2004,1.09176748303334,"Organometallic"
"118",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2005,1.19478638667632,"Organometallic"
"119",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2006,0.951610080504025,"Organometallic"
"120",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2007,0.995394119316321,"Organometallic"
"121",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2008,0.960131139863006,"Organometallic"
"122",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2009,0.91597261115427,"Organometallic"
"123",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2010,1.07823951498408,"Organometallic"
"124",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2011,0.98138039901862,"Organometallic"
"125",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2012,1.17759518385942,"Organometallic"
"126",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2013,1.31519652841525,"Organometallic"
"127",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2014,1.06449912425392,"Organometallic"
"128",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2015,0.977511583229744,"Organometallic"
"129",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2016,0.920656857166084,"Organometallic"
"130",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2017,1.27817667327571,"Organometallic"
"131",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2018,1.17794486215539,"Organometallic"
"132",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2019,1.08237870619946,"Organometallic"
"133",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2020,1.62186611527526,"Organometallic"
"134",3,"Lithium","Li",6.941,2,1,"solid","bcc","Alkali Metal",0.76,2.1,0.98,5.3917,0.534,453.85,1615,5,"Arfvedson",1817,3.582,2,1,2021,1.26055174598864,"Organometallic"
